title,doi,year,abstract,oa_url,pdf_status,source,query,date
Think beyond LLM : can agentic workflow outperform fine-tuned LLM in terms of Text2Cypher?,,2026,"1 online resource (63 pages) : charts (some colour), colour graphs",https://library2.smu.ca/xmlui/bitstream/01/33210/1/Huang_Yilin_Honours_2026.pdf,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
LipoAgent: Coordinating Fine-Tuned LLM Agents for Safer Lipid Design,10.18653/v1/2026.findings-acl.1992,2026,,https://doi.org/10.18653/v1/2026.findings-acl.1992,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
LLMs are Greedy Agents: Effects of RL Fine-tuning on Decision-Making Abilities,10.48550/arxiv.2504.16078,2025,"The success of Large Language Models (LLMs) has sparked interest in various agentic applications. A key hypothesis is that LLMs, leveraging common sense and Chain-of-Thought (CoT) reasoning, can effectively explore and efficiently solve complex domains. However, LLM agents have been found to suffer from sub-optimal exploration and the knowing-doing gap, the inability to effectively act on knowledge present in the model. In this work, we systematically study why LLMs perform sub-optimally in decision-making scenarios. In particular, we closely examine three prevalent failure modes: greediness, frequency bias, and the knowing-doing gap. We propose mitigation of these shortcomings by fine-tuning via Reinforcement Learning (RL) on self-generated CoT rationales. Our experiments across multi-armed bandits, contextual bandits, and Tic-tac-toe, demonstrate that RL fine-tuning enhances the decision-making abilities of LLMs by increasing exploration and narrowing the knowing-doing gap. Finally, we study both classic exploration mechanisms, such as $ε$-greedy, and LLM-specific approaches, such as self-correction and self-consistency, to enable more effective fine-tuning of LLMs for decision-making.",https://arxiv.org/pdf/2504.16078,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
A Nested Zeroth-Order Fine-Tuning Approach for Cloud-Edge LLM Agents,10.1007/978-981-96-8186-0_1,2025,,,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Browser-in-the-Loop: Reinforcement Fine-Tuning LLM Agents for Web Form Filling,10.13140/rg.2.2.24922.71360,2026,,https://doi.org/10.13140/rg.2.2.24922.71360,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
TREX: Automating LLM Fine-tuning via Agent-Driven Tree-based Exploration,,2026,"While Large Language Models (LLMs) have empowered AI research agents to perform isolated scientific tasks, automating complex, real-world workflows, such as LLM training, remains a significant challenge. In this paper, we introduce TREX, a multi-agent system that automates the entire LLM training life-cycle. By orchestrating collaboration between two core modules-the Researcher and the Executor-the system seamlessly performs requirement analysis, open-domain literature and data research, formulation of training strategies, preparation of data recipes, and model training and evaluation. The multi-round experimental process is modeled as a search tree, enabling the system to efficiently plan exploration paths, reuse historical results, and distill high-level insights from iterative trials. To evaluate the capability of automated LLM training, we construct FT-Bench, a benchmark comprising 10 tasks derived from real-world scenarios, ranging from optimizing fundamental model capabilities to enhancing performance on domain-specific tasks. Experimental results demonstrate that the TREX agent consistently optimizes model performance on target tasks.",https://arxiv.org/pdf/2604.14116,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
TREX: Automating LLM Fine-tuning via Agent-Driven Tree-based Exploration,10.48550/arxiv.2604.14116,2026,"While Large Language Models (LLMs) have empowered AI research agents to perform isolated scientific tasks, automating complex, real-world workflows, such as LLM training, remains a significant challenge. In this paper, we introduce TREX, a multi-agent system that automates the entire LLM training life-cycle. By orchestrating collaboration between two core modules-the Researcher and the Executor-the system seamlessly performs requirement analysis, open-domain literature and data research, formulation of training strategies, preparation of data recipes, and model training and evaluation. The multi-round experimental process is modeled as a search tree, enabling the system to efficiently plan exploration paths, reuse historical results, and distill high-level insights from iterative trials. To evaluate the capability of automated LLM training, we construct FT-Bench, a benchmark comprising 10 tasks derived from real-world scenarios, ranging from optimizing fundamental model capabilities to enhancing performance on domain-specific tasks. Experimental results demonstrate that the TREX agent consistently optimizes model performance on target tasks.",https://doi.org/10.48550/arxiv.2604.14116,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
AgentBank: Towards Generalized LLM Agents via Fine-Tuning on 50000+ Interaction Trajectories,10.48550/arxiv.2410.07706,2024,"Fine-tuning on agent-environment interaction trajectory data holds significant promise for surfacing generalized agent capabilities in open-source large language models (LLMs). In this work, we introduce AgentBank, by far the largest trajectory tuning data collection featuring more than 50k diverse high-quality interaction trajectories which comprises 16 tasks covering five distinct agent skill dimensions. Leveraging a novel annotation pipeline, we are able to scale the annotated trajectories and generate a trajectory dataset with minimized difficulty bias. Furthermore, we fine-tune LLMs on AgentBank to get a series of agent models, Samoyed. Our comparative experiments demonstrate the effectiveness of scaling the interaction trajectory data to acquire generalized agent capabilities. Additional studies also reveal some key observations regarding trajectory tuning and agent skill generalization.",https://arxiv.org/pdf/2410.07706,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
LLM Agent-driven Automated DFA Assessment with Fine-tuning and AAS-based RAG,10.2139/ssrn.6176900,2026,,https://doi.org/10.2139/ssrn.6176900,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
LLM Agent-driven Automated DFA Assessment with Fine-tuning and AAS-based RAG,10.1016/j.rcim.2026.103325,2026,,,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
SFT-TA: Supervised Fine-Tuned Agents in Multi-Agent LLMs for Automated Inductive Thematic Analysis,10.48550/arxiv.2509.17167,2025,"Thematic Analysis (TA) is a widely used qualitative method that provides a structured yet flexible framework for identifying and reporting patterns in clinical interview transcripts. However, manual thematic analysis is time-consuming and limits scalability. Recent advances in LLMs offer a pathway to automate thematic analysis, but alignment with human results remains limited. To address these limitations, we propose SFT-TA, an automated thematic analysis framework that embeds supervised fine-tuned (SFT) agents within a multi-agent system. Our framework outperforms existing frameworks and the gpt-4o baseline in alignment with human reference themes. We observed that SFT agents alone may underperform, but achieve better results than the baseline when embedded within a multi-agent system. Our results highlight that embedding SFT agents in specific roles within a multi-agent system is a promising pathway to improve alignment with desired outputs for thematic analysis.",https://arxiv.org/pdf/2509.17167,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
DaMo: Data Mixing Optimizer in Fine-tuning Multimodal LLMs for Mobile Phone Agents,10.18653/v1/2026.findings-acl.1439,2026,"Mobile Phone Agents (MPAs) have emerged as a promising research direction due to their broad applicability across diverse scenarios.While Multimodal Large Language Models (MLLMs) serve as the foundation for MPAs, their effectiveness in handling multiple mobile phone tasks simultaneously remains limited.Although multitask supervised fine-tuning (SFT) is widely adopted for multitask learning, existing approaches struggle to determine optimal training data compositions for peak performance.To address this challenge, we propose DaMo (Data Mixture Optimizer)a novel solution employing a trainable network that predicts optimal data mixtures by forecasting downstream task performance for any given dataset ratio.To support comprehensive evaluation, we introduce PhoneAgent-Bench, the first specialized benchmark to evaluate MLLMs on multimodal mobile phone tasks, comprising 1,235 QA pairs spanning diverse real-world industrial mobile application scenarios.Demonstrating strong predictive capability (R²=0.81) in small-scale pilot experiments, DaMo efficiently extrapolates optimal data mixing configurations.Our results show DaMo achieves 3.06% average score improvement on PhoneAgentBench and open-source benchmarks, including BFCL-v3, MME-Reasoning, MME-Perception, and OCRBench, compared to alternative methods.Through predicting optimal data mixture only on open-source benchmarks, DaMo outperforms other approaches by 6.70% in terms of average score.Moreover, DaMo improves the metrics by 12.74% than other methods when used solely for MLLM optimization on the BFCL-v3 task.Notably, DaMo maintains robust scalability, preserving its effectiveness when applied to other model architectures.",https://aclanthology.org/2026.findings-acl.1439.pdf,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Agent Fine–Tuning with Knowledge Distillation: Achieving Cost–Efficient and High–Fidelity LLMs in Microdomains,10.1142/s1793351x26410023,2026,"Agentic large language models (LLMs) have emerged as powerful tools for autonomously interacting with external environments and performing multi-step reasoning. While most existing approaches rely on in-context learning with multi-turn few-shot prompts, these methods often require long inputs and, consequently, incur high computational costs and latency. Agent fine-tuning offers a resource-aware alternative by enabling models to internalize procedural reasoning patterns and domain-specific knowledge through demonstrations and curated training data. However, its effectiveness in highly specialized technical microdomains remains underexplored. This work investigates agent fine-tuning with knowledge distillation for adapting LLMs to Hitachi’s JP1 middleware, a complex microdomain centered on IT operations management. We fine-tune models using JP1-specific corpora extracted from manuals and textbooks, together with distilled reasoning trajectories (ReAct and CoT) generated by larger LLMs (GPT-4). At inference time, we incorporate retrieval-augmented generation (RAG) with an agentic prompt and introduce a context-answer extractor (CAE) to improve grounding and relevance. On JP1 certification examinations, our model that was continually pre-trained on JP1 manuals and further fine-tuned with ReAct trajectories achieves substantial improvements over the base model — 13% (Engineer), 12% (Professional), and 10% (Consultant) — while delivering up to 9.78 times higher cost efficiency than strong general-purpose LLMs such as GPT-4. These results demonstrate that agent fine-tuning combined with knowledge distillation is a highly effective and economically scalable strategy for building high-fidelity LLM agents tailored to specialized technical domains.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Coevolving with the Other You: Fine-Tuning LLM with Sequential Cooperative Multi-Agent Reinforcement Learning,10.48550/arxiv.2410.06101,2024,"Reinforcement learning (RL) has emerged as a pivotal technique for fine-tuning large language models (LLMs) on specific tasks. However, prevailing RL fine-tuning methods predominantly rely on PPO and its variants. Though these algorithms are effective in general RL settings, they often exhibit suboptimal performance and vulnerability to distribution collapse when applied to the fine-tuning of LLMs. In this paper, we propose CORY, extending the RL fine-tuning of LLMs to a sequential cooperative multi-agent reinforcement learning framework, to leverage the inherent coevolution and emergent capabilities of multi-agent systems. In CORY, the LLM to be fine-tuned is initially duplicated into two autonomous agents: a pioneer and an observer. The pioneer generates responses based on queries, while the observer generates responses using both the queries and the pioneer's responses. The two agents are trained together. During training, the agents exchange roles periodically, fostering cooperation and coevolution between them. Experiments evaluate CORY's performance by fine-tuning GPT-2 and Llama-2 under subjective and objective reward functions on the IMDB Review and GSM8K datasets, respectively. Results show that CORY outperforms PPO in terms of policy optimality, resistance to distribution collapse, and training robustness, thereby underscoring its potential as a superior methodology for refining LLMs in real-world applications.",https://arxiv.org/pdf/2410.06101,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
DentEval: Fine-tuning-Free Expert-Aligned Assessment in Dental Education via LLM Agents,10.1007/978-3-032-04971-1_14,2025,,,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
FinVerse Agent: Resource-Efficient Financial LLMs with Modular LoRA Fine-Tuning and Task Routing,10.1109/cscloud66326.2025.00061,2025,"This paper introduces FinVerse Agent, a taskadaptive financial AI system aligned with the objectives of the FinAI Contest 2025 Task 2. It is built on a 4-bit quantized LLaMA-3.1-8B base model with 15 LoRA adapters. The agent uses a Planner-Executor-Verifier loop for dynamic adapter selection and validated inference across diverse financial domains. The LoRA adapters are fine-tuned for domains such as CFA exams, financial sentiment analysis and XBRL-based reporting. Performance is measured via accuracy, F1, match accuracy and BERTScore, benchmarked against models like GPT-4 and BloombergGPT. Results show that FinVerse Agent consistently outperforms larger models on key financial tasks, demonstrating the strength of modular fine-tuning in a compute efficient setup.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Empowering LLMs in Task-Oriented Dialogues: A Domain-Independent Multi-Agent Framework and Fine-Tuning Strategy,10.48550/arxiv.2505.14299,2025,"Task-oriented dialogue systems based on Large Language Models (LLMs) have gained increasing attention across various industries and achieved significant results. Current approaches condense complex procedural workflows into a single agent to achieve satisfactory performance on large-scale LLMs. However, these approaches face challenges to achieve comparable performance on fine-tuned lightweight LLMs, due to their limited capabilities in handling multiple complex logic. In this work, we design a Domain-Independent Multi-Agent Framework (DIMF), which contains Intent Classification Agent, Slot Filling Agent and Response Agent. This approach simplifies the learning complexity and enhances the generalization ability by separating the tasks into domain-independent components. In this framework, we enhance the capabilities in contextual understanding using the Direct Preference Optimisation (DPO) method, and propose a simple and effective Data Distribution Adaptation (DDA) method to mitigate degradation issues during DPO training. Experiments conducted on the MultiWOZ datasets show that our proposed method achieves a better average performance among all the baselines. Extensive analysis also demonstrates that our proposed framework exhibits excellent generalizability and zero-shot capability.",https://arxiv.org/pdf/2505.14299,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
"Fine-Tuning and Prompt Engineering of LLMs, for the Creation of Multi-Agent AI for Addressing Sustainable Protein Production Challenges",10.48550/arxiv.2506.20598,2025,"The global demand for sustainable protein sources has accelerated the need for intelligent tools that can rapidly process and synthesise domain-specific scientific knowledge. In this study, we present a proof-of-concept multi-agent Artificial Intelligence (AI) framework designed to support sustainable protein production research, with an initial focus on microbial protein sources. Our Retrieval-Augmented Generation (RAG)-oriented system consists of two GPT-based LLM agents: (1) a literature search agent that retrieves relevant scientific literature on microbial protein production for a specified microbial strain, and (2) an information extraction agent that processes the retrieved content to extract relevant biological and chemical information. Two parallel methodologies, fine-tuning and prompt engineering, were explored for agent optimisation. Both methods demonstrated effectiveness at improving the performance of the information extraction agent in terms of transformer-based cosine similarity scores between obtained and ideal outputs. Mean cosine similarity scores were increased by up to 25%, while universally reaching mean scores of $\geq 0.89$ against ideal output text. Fine-tuning overall improved the mean scores to a greater extent (consistently of $\geq 0.94$) compared to prompt engineering, although lower statistical uncertainties were observed with the latter approach. A user interface was developed and published for enabling the use of the multi-agent AI system, alongside preliminary exploration of additional chemical safety-based search capabilities",https://arxiv.org/pdf/2506.20598,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Automating Software Release Notes with AI: A Comparative Study of Agent-Based Systems vs. LLM Fine-Tuning Approaches,10.55041/isjem05150,2025,"The increasing frequency of software deployments in Agile and DevOps-driven environments has amplified the need for efficient and accurate generation of release notes. These documents serve as essential communication artifacts that summarize code changes, feature enhancements, performance improvements, and bug fixes for internal stakeholders and end users. Traditionally, software release notes have been curated manually by developers, product managers, or technical writers—a process that is often time-consuming, inconsistent, and prone to human error. The rapid evolution of artificial intelligence (AI), particularly in the domains of intelligent agents and natural language processing (NLP), presents promising avenues for automating this critical yet repetitive task. This paper presents a comprehensive comparative study of two advanced AI methodologies: Agent-Based Systems (ABS) and Large Language Model (LLM) Fine-Tuning Approaches, with the aim of effectively and reliably automating software release note generation. Agent-Based Systems are rule-driven architectures composed of autonomous, goal-oriented agents that interact within defined environments. In the context of release note automation, these systems utilize structured event logs, commit metadata, and issue tracking systems to extract relevant data using ontologies and rule sets. The agents operate independently or cooperatively to detect, classify, and describe changes, and then convert those into standardized release summaries. Such systems offer advantages in scenarios where high levels of traceability, explainability, and control over the documentation process are required, such as in safety-critical or regulated software domains. On the other hand, LLM fine-tuning approaches leverage large-scale, pre-trained transformer models, which are further trained on domain-specific corpora, including annotated commit logs, pull request descriptions, and historical release notes. These models aim to infer intent and meaning from software development artifacts and generate fluent, human- like release documentation. Fine-tuned LLMs adapt to project-specific lexicons, programming idioms, and formatting standards without requiring explicitly encoded rules, making them highly suitable for dynamic and heterogeneous development environments. This research explores the operational, architectural, and performance distinctions between the two approaches using a rigorous experimental framework. The methodology involves collecting datasets from multiple open-source projects, including Kubernetes, TensorFlow, and Apache Kafka, which encompass tens of thousands of commit messages and their corresponding manually crafted release notes. A portion of the dataset is annotated to serve as a gold standard for supervised evaluation. Agent-based pipelines are constructed using a set of behavior trees and domain-specific rules. At the same time, LLM models are fine-tuned using techniques such as reinforcement learning with human feedback (RLHF), transfer learning, and low-rank adaptation (LoRA). Evaluation is conducted on metrics including semantic coverage (using BLEU and ROUGE scores), linguistic coherence (via BERTScore and human expert reviews), execution latency, scalability, and operational maintainability. The results indicate that LLM-based systems excel in natural language fluency, contextual generalization, and adaptability to evolving project vocabularies. However, they struggle with traceability and deterministic behavior in highly structured or compliance-sensitive contexts. Agent- based systems, while often more rigid and limited in language diversity, offer more substantial alignment with business logic and traceability for audit-ready documentation. A key contribution of this study is the design of a hybrid architecture that combines the deterministic preprocessing power of agents with the generative fluency of LLMs. In this setup, agents are responsible for extracting and organizing relevant data into structured templates, which are then passed to fine-tuned LLMs for natural language realization. This hybrid model shows promising results in achieving both accuracy and fluency, while reducing annotation and tuning overhead. Ultimately, this paper offers actionable insights for AI researchers, DevOps engineers, and product teams seeking to automate release documentation. It maps out the trade-offs between model interpretability, fluency, scalability, and compliance support, and suggests deployment patterns based on project size, regulatory requirements, and team maturity. As the landscape of AI-assisted software documentation continues to evolve, the findings of this study position both agent-based and LLM-based solutions as viable and potentially complementary options for organizations seeking to modernize their release management practices. Keywords- AI-assisted documentation, release note automation, agent-based systems, large language models, LLM fine-tuning, natural language generation, DevOps automation, software engineering, rule-based agents, transformer models, hybrid AI architectures, commit message analysis, GPT fine-tuning, software documentation intelligence, continuous delivery, change management.",,none,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Detecting Adversarial Fine-tuning with Auditing Agents,10.48550/arxiv.2510.16255,2025,"Large Language Model (LLM) providers expose fine-tuning APIs that let end users fine-tune their frontier LLMs. Unfortunately, it has been shown that an adversary with fine-tuning access to an LLM can bypass safeguards. Particularly concerning, such attacks may avoid detection with datasets that are only implicitly harmful. Our work studies robust detection mechanisms for adversarial use of fine-tuning APIs. We introduce the concept of a fine-tuning auditing agent and show it can detect harmful fine-tuning prior to model deployment. We provide our auditing agent with access to the fine-tuning dataset, as well as the fine-tuned and pre-fine-tuned models, and request the agent assigns a risk score for the fine-tuning job. We evaluate our detection approach on a diverse set of eight strong fine-tuning attacks from the literature, along with five benign fine-tuned models, totaling over 1400 independent audits. These attacks are undetectable with basic content moderation on the dataset, highlighting the challenge of the task. With the best set of affordances, our auditing agent achieves a 56.2% detection rate of adversarial fine-tuning at a 1% false positive rate. Most promising, the auditor is able to detect covert cipher attacks that evade safety evaluations and content moderation of the dataset. While benign fine-tuning with unintentional subtle safety degradation remains a challenge, we establish a baseline configuration for further work in this area. We release our auditing agent at https://github.com/safety-research/finetuning-auditor.",https://arxiv.org/pdf/2510.16255,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Automated PyTorch-to-JAX Code Translation Using LLM-Driven Agentic Bug-Fixing with Reinforcement Learning Fine-Tuning,,2026,"Manual code translation between deep learning frameworks is time-consuming and error-prone, especially when adapting complex model architectures. As the machine learning ecosystem evolves, researchers and students frequently encounter legacy code written in PyTorch or TensorFlow that must be migrated to modern frameworks such as JAX and Flax, whose functional programming paradigms and JIT compilation differ substantially from those of their imperative predecessors. Prior work established that relying entirely on large language model (LLM) fine-tuning for code translation yields low-quality results: models produce syntactically broken or semantically incorrect JAX code with no mechanism for self-correction. This creative component extends the prior work by designing and implementing an automated, agentic framework that iteratively detects and repairs translation errors using a combination of static analysis, sandboxed code execution, and LLM-driven debugging. The framework integrates four cooperating agents — a translation agent, a static validation agent, an execution agent backed by either Docker or Apptainer, and a debug agent — orchestrated by a two-phase retry pipeline. In Phase 1, syntax errors are caught via AST-level validation and repaired by the debug agent before any execution is attempted. In Phase 2, the translated code is executed in a network-isolated container; runtime failures are fed back to the debug agent for iterative patching. The system supports three interchangeable model backends (GGUF, HuggingFace Transformers, and OpenAI-compatible API), enabling evaluation across multiple model families without pipeline changes. A benchmarking study evaluated CodeLlama at 7B, and 13B parameter scales on the LeetTorch dataset. Results revealed that CodeLlama consistently failed to produce usable translations across all scales: outputs were frequently truncated mid-generation, returned as empty files, collapsed into degenerate token repetition loops, or failed to follow basic formatting and structural instructions. These failure modes disqualify CodeLlama as a candidate for the subsequent reinforcement learning fine-tuning stage. Benchmark results from CodeGemma and Mistral were contributed by collaborating team members. There is an ongoing reinforcement learning fine-tuning effort to improve initial translation quality and reduce the number of agent debug iterations per file.",https://dr.lib.iastate.edu/handle/20.500.12876/106479,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
MARFT: Multi-Agent Reinforcement Fine-Tuning,10.48550/arxiv.2504.16129,2025,"Large Language Model (LLM)-based Multi-Agent Systems (LaMAS) have demonstrated strong capabilities on complex agentic tasks requiring multifaceted reasoning and collaboration, from high-quality presentation generation to scientific research. Meanwhile, Reinforcement Learning (RL) is widely recognized for enhancing agent intelligence, but limited work has studied fine-tuning LaMAS with foundational RL techniques. Directly applying conventional Multi-Agent Reinforcement Learning (MARL) to LaMAS also introduces major challenges due to the unique mechanisms of LaMAS. To address these challenges, this article presents a comprehensive study of LLM-based MARL and proposes Multi-Agent Reinforcement Fine-Tuning (MARFT). We introduce Flex-MG, a new Markov Game formulation aligned with real-world LaMAS optimization, together with a universal algorithmic framework tailored to LaMAS. We review the evolution from traditional RL to Reinforcement Fine-Tuning (RFT), then analyze the multi-agent counterpart. For LaMAS, we identify key differences between classical MARL and MARFT, including asynchronous agent interactions, profile-aware agent design, and heterogeneous architectures. These differences motivate a LaMAS-oriented formulation of RFT. We present a robust and scalable MARFT framework, detail its modular algorithm, and provide an open-source implementation to support adoption and further research. The paper further discusses application perspectives and open challenges, including dynamic environment modeling, sample inefficiency, and the lack of cohesive frameworks. By connecting theoretical foundations with practical methodology, this work aims to serve as a roadmap for advancing MARFT toward resilient, adaptive, and human-aligned agentic systems. Implementation: https://github.com/jwliao-ai/MARFT.",https://arxiv.org/pdf/2504.16129,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
"Don't Just Fine-tune the Agent, Tune the Environment",10.48550/arxiv.2510.10197,2025,"Large Language Model (LLM) agents show great promise for complex, multi-turn tool-use tasks, but their development is often hampered by the extreme scarcity of high-quality training data. Supervised fine-tuning (SFT) on synthetic data leads to overfitting, whereas standard reinforcement learning (RL) struggles with a critical cold-start problem and training instability. To address these challenges, we introduce $\textbf{Environment Tuning}$, a novel training paradigm that enables agents to learn complex behaviors directly from problem instances without relying on pre-collected expert trajectories. $\textbf{Environment Tuning}$ orchestrates this learning process through a structured curriculum, actionable environment augmentation that provides corrective feedback, and fine-grained progress rewards to ensure stable and efficient exploration. Using only 400 problem instances from Berkeley Function-Calling Leaderboard (BFCL) benchmark, our method not only achieves competitive in-distribution performance against strong baselines but also demonstrates superior out-of-distribution generalization, overcoming the performance collapse common to SFT-based approaches. Our work presents a paradigm shift from supervised fine-tuning on static trajectories to dynamic, environment-based exploration, paving the way for training more robust and data-efficient agents. The code is available at https://github.com/inclusionAI/AWorld-RL/tree/main/EnvTuning.",https://arxiv.org/pdf/2510.10197,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
"Design and Implementation of a Multi-Modal, Agentic Code Companion System (ICC) using Fine-Tuned Code LLMs and Structured Visualization",10.64388/irev9i5-1711930,2025,"This paper proposes the architectural design and implementation strategy for the Intelligent Code Companion (ICC) system, a novel platform engineered to process multi- modal code queries (text and image) and generate comprehensive, structured outputs. The core innovation lies in a hybrid LLM Agent architecture that coordinates specialized tools, specifically Optical Character Recognition (OCR) for handling photographed code inputs and a Structured Output Generator for creating dynamic, animated flowcharts. The system deviates from using underpowered base models, advocating instead for the instruction fine- tuning of a high-performing yet resource- efficient model, such as the StarCoder2-3B model, utilizing Quantized Low-rank Adaptation (QLoRA).",https://www.irejournals.com/formatedpaper/1711930.pdf,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
ETFAgents: A Multi-agent System with a Single LoRA-fine-tuned Agent,10.1007/s44196-026-01401-0,2026,"Abstract Exchange-Traded Funds (ETFs) provide diversified and liquid exposure to broad markets and sectors, yet retail ETF timing decisions still depend heavily on rule-based indicators and often underuse unstructured sentiment information. This paper proposes ETFAgents, a neuro-symbolic, role-specialized multi-agent framework for ETF decision support. The system adapts institutional-style separation of duties into five agent teams covering analysis, research, risk management, trading, and managerial arbitration. Unlike purely LLM-driven workflows, ETFAgents combines probabilistic language-model reasoning with deterministic risk governance, including liquidity checks, no-leverage retail constraints, NAV premium or discount adjustment, and a Hard Veto mechanism that can override unsafe candidate actions generated by LLM-assisted agents. For ETF sentiment analysis, we fine-tune Llama 2-7B using LoRA to build ETFlora, which achieves a weighted F1 score of 87.43%. Backtests on the 510210 ETF and 159901 ETF cover January–March 2024 and the full year of 2024. To isolate the effect of the sentiment backbone, we further conduct a 2025 controlled replacement test in which only the Analyst Team Agent’s sentiment model is changed while the downstream agent workflow, risk rules, execution model, transaction cost, slippage, and liquidity constraints remain fixed. The 2025 stress test also includes a Hard Veto conflict case that connects a risk override to investor review. Interpretability is evaluated in the 2026 Q1 audit window through Agent-SHAP, global Role-SHAP summaries, monthly stability diagnostics, and role neutralization. The results suggest that the proposed architecture is associated with improved risk-adjusted ETF decision metrics in the evaluated settings. They should not be interpreted as evidence of universal investment outperformance.",https://doi.org/10.1007/s44196-026-01401-0,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
From Llms to Sustainable Proteins: Fine-Tuning and Prompt Engineering for Multi-Agent Ai in Waste Carbon-Utilising Microbial Protein Production,10.2139/ssrn.5354730,2025,,https://doi.org/10.2139/ssrn.5354730,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
Unintended Misalignment from Agentic Fine-Tuning: Risks and Mitigation,10.1609/aaai.v40i44.41077,2026,"Beyond simple text generation, Large Language Models (LLMs) have evolved into agentic systems capable of planning and interacting with external tools to solve complex tasks. This evolution involves fine-tuning LLMs on agent-specific tasks to enhance their proficiency. However, safety concerns are frequently overlooked during this fine-tuning process. In this work, we show that aligned LLMs can become unintentionally misaligned, leading to a higher likelihood of executing harmful tasks and a reduced tendency to refuse them when fine-tuned to execute agentic tasks. To address these safety challenges, we propose Prefix INjection Guard (PING), a simple yet effective method that prepends automatically generated natural language prefixes to agent responses, guiding them to refuse harmful requests while preserving performance on benign tasks. Specifically, we introduce an iterative approach that alternates between (1) generating candidate prefixes and (2) selecting those that optimize both task performance and refusal behavior. Experimental results demonstrate that PING significantly enhances the safety of fine-tuned LLM agents without sacrificing their effectiveness. PING consistently outperforms existing prompting approaches across diverse benchmarks in both web navigation and code generation tasks. Our analysis of internal hidden states via linear probes reveals that prefix tokens are crucial for behavior modification, explaining the performance gains.",https://ojs.aaai.org/index.php/AAAI/article/download/41077/45038,oa,openalex,"title.search:fine-tuning,title_and_abstract.search:LLM,title.search:agent,from_publication_date:2022-01-01",2026-07-03
